"plugin_id","plugin_path","primary_theme","confidence","best_deliverable","files_to_touch","tests_to_update","verification_commands"
"linux-runtime","src/plugins/linux-runtime","metadata-search-profile","0.9","一个小而可验证的 `linux.runtime.plan readiness/profile` 迭代：新增 Linux 专属单测，证明该 planner 对 ELF/core/kernel-module/package 输入仍然 plan-only，能选择 qiling/gdb/strace/ltrace/eBPF 后端，输出 opt-in/isolation/network-disabled safety，并通过更完整的 formats/capabilities/surfaceRules 提升 workflow.search/profile 命中。","src/plugins/linux-runtime/index.ts; tests/unit/linux-runtime-readiness.test.ts; tests/unit/plugin-format-matrix.test.ts","新增 `tests/unit/linux-runtime-readiness.test.ts`：覆盖 requested_backends 为 `qiling`、`gdb`、`strace`、`ltrace`、`ebpf` 时的 selected_backends、execution_semantics、readiness、safety_notes、recommended_next_tools。; 更新 `tests/unit/plugin-format-matrix.test.ts` 的 platform runtime plan 断言，纳入新增/补齐的 format alias、capabilities 或 workflow recipe expectations。; 必要时更新 `tests/unit/runtime-session-templates.test.ts`，确保新增 backend metadata 不破坏通用 session template contract。","npm test -- --runTestsByPath tests/unit/linux-runtime-readiness.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/runtime-session-templates.test.ts; npm test -- --runTestsByPath tests/unit/workflow-search.test.ts tests/unit/tools-discover.test.ts; npm run typecheck"
"macos-runtime","src/plugins/macos-runtime","metadata-search-profile","0.88","补强 `macos-runtime` 的 metadata 和安全搜索画像：增加 macOS 专属 formats/capabilities/evidence/safety tags，并用单测证明 `macos.runtime.plan` 仍然 plan-only、network disabled、no mount/install/attach，且 workflow/search profile 能通过 Mach-O/DMG/entitlement/dyld 语义命中。","src/plugins/macos-runtime/index.ts; tests/unit/macos-runtime-readiness.test.ts; tests/unit/plugin-format-matrix.test.ts","在 `tests/unit/macos-runtime-readiness.test.ts` 增加断言：aspects.safety 包含 `no_auto_mount`、`no_installer_execution`，capabilities/evidence 包含新增 macOS 语义，session template 仍为 `template_only`、sample mount `ro`、network disabled。; 在 `tests/unit/plugin-format-matrix.test.ts` 的 runtime plan metadata 测试中加入 `xcframework`/`entitlements`/`codesignature` 或新增 capabilities/evidence 的 arrayContaining 断言。; 可选新增 `workflow.search` 定向测试：`file_type=dmg` 或 query 包含 `entitlement dyld trace macos` 时，推荐结果包含 `macos-runtime` 或 `macos.runtime.plan`。","npm test -- --runInBand --forceExit --runTestsByPath tests/unit/macos-runtime-readiness.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/runtime-session-templates.test.ts; npm test -- --runInBand --forceExit --runTestsByPath tests/unit/workflow-search.test.ts tests/unit/tools-discover.test.ts; npx tsc --noEmit --pretty false; git diff --check -- src/plugins/macos-runtime/index.ts tests/unit/macos-runtime-readiness.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/runtime-session-templates.test.ts tests/unit/workflow-search.test.ts tests/unit/tools-discover.test.ts"
"malware","src/plugins/malware","metadata-search-profile","0.87","做一个 metadata-only 强化包：为 `c2.extract`、`malware.config.extract`、`malware.classify`、`sandbox.report` 补 tool-level aspects/artifacts/evidence/workflowRecipes，并在插件 `surfaceRules.signalMap` 和 capabilities/evidence 中加入更准确的 malware workflow/search 标签；不改 worker 行为。","src/plugins/malware/index.ts; src/plugins/malware/tools/c2-extract.ts; src/plugins/malware/tools/malware-config-extract.ts; src/plugins/malware/tools/malware-classify.ts; src/plugins/malware/tools/sandbox-report.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/c2-extract.test.ts; tests/unit/malware-config-extract.test.ts; tests/unit/malware-classify.test.ts; tests/unit/sandbox-report.test.ts","在 `tests/unit/plugin-format-matrix.test.ts` 增加 malware 插件断言：4 个工具声明预期 artifact/evidence，`sandbox.report` 暴露 behavior/process/network/timeline/workflow 证据，workflow recipes 指向 `malware.intel.loop`、`ioc.export`、`analysis.evidence.graph`、`report.generate`。; 在各 malware 工具单测中补 definition metadata 断言，类似 `static-behavior-classify.test.ts` 对 artifacts/evidence/workflowRecipes 的测试方式。; 可选补一个 `workflow.search` 或 `tools.discover` 小测试，用 `finding=c2`/`query=malware config` 验证推荐结果包含 `malware` 和相关工具，且不启动 backend。","npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/c2-extract.test.ts tests/unit/malware-config-extract.test.ts tests/unit/malware-classify.test.ts tests/unit/sandbox-report.test.ts tests/unit/malware-intel-loop.test.ts; npm test -- --runTestsByPath tests/unit/workflow-search.test.ts tests/unit/tools-discover.test.ts; npm run typecheck"
"managed-fake-c2","src/plugins/managed-fake-c2","metadata-search-profile","0.9","先做“metadata/readiness 对齐”小迭代：声明 `managed.fake_c2` 的 artifacts/evidence/workflowRecipes/runtimePolicy，修正 systemDeps 与未实现 env 配置说明，并增加 search/readiness 单测；不改变 Fake C2 执行行为。","src/plugins/managed-fake-c2/index.ts; src/plugins/managed-fake-c2/tools/fake-c2.ts; tests/unit/managed-fake-c2-worker.test.ts; tests/unit/tool-readiness.test.ts; tests/unit/workflow-search.test.ts","新增或扩展 metadata 单测，断言 `fakeC2ToolDefinition.artifacts` 包含 `fake_c2_session`/`managed_fake_c2`，`evidence` 包含 network/http/timeline/provenance，`workflowRecipes[0]` 串起静态配置、C2 提取、动态捕获和报告 handoff。; 更新 `tool-readiness` 相关测试，断言 runtime_policy_status 能显示 opt-in、requiresIsolation、restricted 或 record_only network policy、maxRuntimeMs，以及 runtime contract 仍为 `src/plugins/managed-fake-c2/workers/managed_fake_c2_worker.py`。; 更新 `workflow-search` 或 `tools-discover` 测试，覆盖 query 为 `fake c2`、`http beacon`、`network_ioc`、`sinkhole` 时能把 `managed.fake_c2` 排入推荐/可激活结果。; 保留 `tests/unit/managed-fake-c2-worker.test.ts` 的 envelope/legacy 兼容测试，确保 metadata 调整不改变 worker protocol。","npm test -- --runTestsByPath tests/unit/managed-fake-c2-worker.test.ts tests/unit/tool-readiness.test.ts tests/unit/workflow-search.test.ts; npm run typecheck; npm run lint -- src/plugins/managed-fake-c2/index.ts src/plugins/managed-fake-c2/tools/fake-c2.ts"
"managed-il-xrefs","src/plugins/managed-il-xrefs","metadata-search-profile","0.88","补齐 `managed.il_xrefs` 与 `managed.token_xrefs` 的 discovery/readiness metadata：tool-level `aspects`、`artifacts`、`evidence`、一个 managed IL xref workflow recipe，以及声明 Python/dnfile worker 的 passive `workerBackend` contract。","src/plugins/managed-il-xrefs/tools/il-xrefs.ts; src/plugins/managed-il-xrefs/tools/token-xrefs.ts; src/plugins/managed-il-xrefs/index.ts; tests/unit/managed-il-xrefs-metadata.test.ts","新增 `tests/unit/managed-il-xrefs-metadata.test.ts`，断言两个 tool 暴露 aspects、artifact/evidence declarations、workflowRecipes、workerBackend，并覆盖 recipe 的 nextTools 包含 `dotnet.metadata.extract`/`dotnet.types.list`/`analysis.evidence.graph`/`report.generate`。; 必要时补 `tool-help` 或 `workflow-search` fixture 测试，验证 query `managed il xrefs`、`metadata token`、`field usage` 能命中该插件并出现 worker metadata。","npm test -- --runTestsByPath tests/unit/managed-il-xrefs-metadata.test.ts; npm test -- --runTestsByPath tests/unit/tool-help.test.ts tests/unit/plugin-list.test.ts tests/unit/workflow-search.test.ts; npm run typecheck; npm run format:check"
"managed-sandbox","src/plugins/managed-sandbox","runtime-readiness-policy","0.87","先做一个小而确定的兼容性迭代：让 Runtime Node `executeManagedSafeRun` 同时接受本地工具 schema 的 `timeout_seconds`、`memory_limit_mb`、`enable_network_sinkhole` 和 runtime 模板已有的 `timeout_sec`、`memory_mb`、`network_sinkhole`，并用 unit test 锁定传参行为。","packages/runtime-node/src/executor.ts; tests/unit/runtime-node/executor.test.ts","在 `tests/unit/runtime-node/executor.test.ts` 的 `describe('executeManagedSafeRun')` 下新增测试，mock Python inline spawn，断言 `timeout_seconds: 20`、`memory_limit_mb: 1024`、`enable_network_sinkhole: false` 最终传给 inline script 的 argv 为 `20`、`1024`、`false`。; 保留现有 `timeout_sec`/`memory_mb`/`network_sinkhole` 行为，补一个 legacy/runtime-style alias 不回归的断言。","npm test -- --runTestsByPath tests/unit/runtime-node/executor.test.ts; npm test -- --runTestsByPath tests/unit/runtime-client/delegation-server.test.ts; npm run build:runtime"
"manifold","src/plugins/manifold","metadata-search-profile","0.87","为 `manifold.fact.extract` 增加版本化的最小 declarative fact artifact schema：builtin 与 in-repo external worker 都返回可测试的 functions/blocks/edges/calls/provenance/confidence/agreement 结构，同时补充 metadata 中的 artifact/evidence/capability/search tags。","src/plugins/manifold/index.ts; src/plugins/manifold/workers/manifold-worker.js","tests/unit/manifold-worker.test.ts; tests/unit/frontier-worker-plugins.test.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts","node src/plugins/manifold/workers/manifold-worker.js --self-test; npm test -- tests/unit/manifold-worker.test.ts tests/unit/frontier-worker-plugins.test.ts --runInBand; npm test -- tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts --runInBand; npm run typecheck"
"memory-forensics","src/plugins/memory-forensics","artifact-evidence-quality","0.87","优先做一个纯离线、小改动迭代：扩展 `memory-forensics.correlate`，支持输入 `dynamic_trace`/`memory_snapshot`/`sources.dynamic_memory_import`，把 `dynamic.memory.import` 的 normalized trace 摘要并入 finding bundle、behavior timeline、provenance，并在 tool metadata 中补 `memory-snapshot`、`dynamic-trace-json`、`timeline-correlation` 等 capability/profile 标签。","src/plugins/memory-forensics/memory-correlation.ts; src/plugins/memory-forensics/index.ts","tests/unit/memory-forensics-correlation.test.ts","npm test -- --runTestsByPath tests/unit/memory-forensics-correlation.test.ts; npm test -- --runTestsByPath tests/unit/dynamic-memory-import.test.ts; npm run typecheck"
"metadata","src/plugins/metadata","metadata-search-profile","0.88","先做“metadata-first 路由契约”小迭代：不改 ExifTool 执行逻辑，只补 `metadata.extract` 的 workflow recipe、safety/capability/evidence tags、格式别名和 profile-search 回归测试，让 `workflow.search` 能稳定把它识别为被动通用元数据起点。","src/plugins/metadata/index.ts; src/plugins/metadata/tools/metadata-extract.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts; tests/unit/tool-help.test.ts; docs/PLUGINS.md; docs/tool-catalog.html","在 `tests/unit/plugin-format-matrix.test.ts` 增加 metadata plugin/tool 的 aspect、artifact、evidence、workflowRecipes 断言。; 在 `tests/unit/workflow-search.test.ts` 增加 `file_type=.pdf` 或 `query='file metadata provenance'` 能命中 `metadata.extract` 且带 workflow_score 的断言。; 在 `tests/unit/tool-help.test.ts` 验证 `metadata.extract` 暴露 workflow_recipes、format_matrix 和安全 metadata。","npm test -- --runInBand --forceExit --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts tests/unit/tool-help.test.ts tests/unit/plugin-list.test.ts; npx tsc --noEmit --pretty false; npm run docs:tool-catalog; git diff --check -- src/plugins/metadata/index.ts src/plugins/metadata/tools/metadata-extract.ts tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts tests/unit/tool-help.test.ts docs/PLUGINS.md docs/tool-catalog.html"
"miasm","src/plugins/miasm","runtime-readiness-policy","0.86","先做“bounded worker contract hardening”：让 `miasm.ir.lift` 明确要求 target bound，修正 `MIASM_PYTHON` / worker command 的 readiness 文案，补充 fixture 输出字段（target_bound、unsupported_blocks、expressions_simplified、license_gate），并加测试证明 builtin 安全、external 缺后端或无 target 时可解释地失败。","src/plugins/miasm/index.ts; tests/unit/frontier-worker-plugins.test.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md","在 `tests/unit/frontier-worker-plugins.test.ts` 增加 Miasm builtin result 字段断言：`ir_blocks`、`expressions_simplified`、`bounded`、`target` 或 `target_bound`。; 增加 Miasm external readiness/缺后端测试，确认未配置可用 worker command 时返回 `backend_missing` 或清晰 policy error，且不会启动样本执行。; 在 `tests/unit/plugin-format-matrix.test.ts` 补 capabilities / workflowRecipes 期望，覆盖 opaque predicate / expression simplification / IR graph artifact 元数据。","npm test -- tests/unit/frontier-worker-plugins.test.ts tests/unit/plugin-format-matrix.test.ts tests/unit/backend-install-contract.test.ts; npm test -- tests/unit/workflow-search.test.ts; npm run lint -- --quiet src/plugins/miasm/index.ts tests/unit/frontier-worker-plugins.test.ts tests/unit/plugin-format-matrix.test.ts"
"native-object","src/plugins/native-object","metadata-search-profile","0.88","为 `native.object.inventory` 增加一个 `native-object.inventory-handoff` workflow recipe，并扩展 file-type 激活/搜索覆盖，让 `.o/.obj/.a/.lib/.ko/.dwo/.dwp/.debug` 和语义标签都能稳定推荐本工具；不改变解析逻辑。","src/plugins/native-object/tools/native-object-inventory.ts; src/plugins/native-object/index.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts","在 `tests/unit/plugin-format-matrix.test.ts` 断言 `native.object.inventory` 暴露 workflow recipe，`producesArtifacts` 包含 `native_object_inventory`，`nextTools` 包含 `metadata.extract`、`strings.extract`、`elf.structure.analyze`、`macho.structure.analyze`、`windows.debug.metadata.inspect`。; 在 `tests/unit/workflow-search.test.ts` 增加 file_type/query 场景，例如 `demo.obj`、`libdemo.a`、`module.ko`、`debug.dwo`，断言推荐结果包含 `native.object.inventory` 或 `native-object`，且 matched fields 包含 file/profile 或 workflow/tools 信号。; 保留现有 `passive native object inventory` ar fixture 断言，避免 metadata 改动影响 inventory 输出。","npm test -- --runInBand --forceExit --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts; npx tsc --noEmit --pretty false; git diff --check -- src/plugins/native-object/index.ts src/plugins/native-object/tools/native-object-inventory.ts tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts"
"observability","src/plugins/observability","metadata-search-profile","0.88","先做 metadata-first 小迭代：让 `observability.metrics` 成为可被 `workflow.search` 和 `plugin.list` 精准识别的诊断工具，补 tool-level `aspects`、`evidence`、`workflowRecipes`，将 `dynamic` 语义改为被动观测或补 passive runtime policy，并增加最小单元测试验证 hook 统计与搜索命中。","src/plugins/observability/index.ts; tests/unit/observability-metrics.test.ts; tests/unit/workflow-search.test.ts; tests/unit/plugin-list.test.ts","新增 `tests/unit/observability-metrics.test.ts`：用 mock server 注册插件，手动触发 hooks，断言 summary、单工具查询、错误计数、latency 聚合和 teardown 清空。; 更新 `tests/unit/workflow-search.test.ts`：查询 `latency error tool health observability` 时应推荐 `observability` / `observability.metrics`，并出现 workflow recipe / recommended tool 信号。; 更新 `tests/unit/plugin-list.test.ts`：断言 observability 的 tool metadata 暴露 `aspects`、`evidence_declarations` 或 `workflow_recipes`，避免只有 plugin-level metadata。","npm test -- tests/unit/observability-metrics.test.ts; npm test -- tests/unit/workflow-search.test.ts tests/unit/plugin-list.test.ts; npm run typecheck"
"office-analysis","src/plugins/office-analysis","metadata-search-profile","0.89","补齐 `office.vba.extract`、`office.macro.detect`、`office.ole.analyze` 的 `aspects`、`artifacts`、`evidence`、`workflowRecipes`、`workerBackend` 元数据，并把 `office.behavior.profile` recipe 的 artifact 名称对齐到实际 `backend_office_vba_extract` / `backend_office_ole_analysis`。这是最小、低风险、对 `workflow.search` 命中和 readiness 价值最高的一轮。","src/plugins/office-analysis/tools/office-vba-extract.ts; src/plugins/office-analysis/tools/office-macro-detect.ts; src/plugins/office-analysis/tools/office-ole-analyze.ts; src/plugins/office-analysis/tools/office-behavior-profile.ts; src/plugins/office-analysis/index.ts","tests/unit/office-behavior-profile.test.ts：扩展注册 metadata 断言，覆盖 4 个工具的 artifacts/evidence/workflowRecipes。; tests/unit/plugin-format-matrix.test.ts：更新 Office recipe / artifact 期望，确保 profile matrix 能看到实际 artifact type。; 可选新增 `tests/unit/office-analysis-metadata.test.ts`：只验证 plugin 注册、surfaceRules file type alias、workerBackend/readiness metadata，不跑 Python 后端。","npm test -- --runInBand --forceExit --runTestsByPath tests/unit/office-behavior-profile.test.ts tests/unit/plugin-format-matrix.test.ts; npm test -- --runInBand --forceExit --runTestsByPath tests/unit/workflow-search.test.ts tests/unit/tools-discover.test.ts tests/unit/tool-readiness.test.ts; npx tsc --noEmit --pretty false; npm run docs:tool-catalog"
"panda","src/plugins/panda","metadata-search-profile","0.87","最推荐先做一个小迭代：补全 `panda.inspect` 和 `panda` plugin 的结构化 metadata/policy，并新增 `panda-inspect` 单测；不新增真实执行能力。完成后 `workflow.search query=""panda record replay"" goal=dynamic depth=deep` 应能展示 recipe、artifact/evidence、安全策略和 activation/readiness 要求。","src/plugins/panda/index.ts; src/plugins/panda/tools/panda-inspect.ts; tests/unit/panda-inspect.test.ts; tests/unit/plugin-format-matrix.test.ts","新增 `tests/unit/panda-inspect.test.ts`：覆盖 backend unavailable 时返回 `setup_required` 且 `runPythonJson` 未调用，覆盖 tool name、outputSchema、runtime handler、runtimePolicy、workflowRecipes/artifacts/evidence 声明。; 更新 `tests/unit/plugin-format-matrix.test.ts`：加入 `panda.inspect` 或未来 `panda.record_replay.plan` 的 workflow recipe metadata 期望，确保 `workflowRecipes`、`runtimeBackends`、safety 和 artifact type 被矩阵索引。; 可选更新 `tests/unit/workflow-search.test.ts`：用查询 `panda record replay` 或 `goal=dynamic depth=deep` 验证 PANDA 结果包含 workflow/tools matched_profile_fields。","npm test -- --runInBand tests/unit/panda-inspect.test.ts tests/unit/plugin-format-matrix.test.ts; npm test -- --runInBand tests/unit/core/plugin-system/builtin-contract.test.ts tests/unit/workflow-search.test.ts; npm run typecheck"
"pcap-analysis","src/plugins/pcap-analysis","metadata-search-profile","0.87","做一个 metadata-first 小迭代：新增 PCAP 网络证据 handoff workflow recipe，补充搜索关键词能力标签，修正 `string.extract` 为 `strings.extract`，并让文档/测试覆盖 `workflow.search` 可发现的 passive PCAP → IOC/evidence/report 路径。","src/plugins/pcap-analysis/index.ts; src/plugins/pcap-analysis/tools/pcap-analyze.ts; src/plugins/pcap-analysis/tools/pcap-dns-list.ts; src/plugins/pcap-analysis/tools/pcap-extract-streams.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/tools-discover.test.ts; docs/PLUGINS.md","在 `tests/unit/plugin-format-matrix.test.ts` 中断言 pcap tool 的 `workflowRecipes`、`evidence`、`capabilities`、`safety` 和 `nextTools` 包含 `ioc.export`、`analysis.evidence.graph`、`report.generate`。; 在 `tests/unit/tools-discover.test.ts` 或现有 workflow/search 相关测试中加入 query/file_type 覆盖：`file_type=pcap`、query 包含 `dns c2 network ioc` 时返回 `pcap-analysis` 且带 workflow recipe。; 增加推荐工具名一致性断言，至少覆盖 `pcap.extract.streams` 不再返回不存在的 `string.extract`。","npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/tools-discover.test.ts; npm run typecheck"
"pe-analysis","src/plugins/pe-analysis","metadata-search-profile","0.9","小步 metadata-first 迭代：补齐 `pe.structure.analyze` 的 tool-level aspects/artifacts/evidence/workflowRecipes/workerBackend，并在 `pe-analysis` plugin 上补 `sys/efi`、安全 tags、`pefile`/`lief` systemDeps；不改变解析逻辑或输出协议。","src/plugins/pe-analysis/index.ts; src/plugins/pe-analysis/tools/pe-structure-analyze.ts","tests/unit/pe-structure-analyze.test.ts：断言 `peStructureAnalyzeToolDefinition` 声明 aspects、`pe_structure_analysis` artifact、structure/imports/exports/resources/provenance evidence、workflow recipe、static worker backend policy。; tests/unit/plugin-format-matrix.test.ts 或 tests/unit/workflow-search.test.ts：断言 PE file/profile 搜索能看到 recipe/artifact/evidence 元数据，并推荐 `pe.structure.analyze`。","npm test -- --runTestsByPath tests/unit/pe-structure-analyze.test.ts; npm test -- --runTestsByPath tests/unit/workflow-search.test.ts tests/unit/plugin-format-matrix.test.ts; npm run typecheck"
"pe-signature","src/plugins/pe-signature","metadata-search-profile","0.88","先做低风险 metadata 深化：为 pe-signature 添加 Authenticode workflow recipe、PE fileType activation hints、signalMap，并修正 `recommended_next_tools` 中不存在的 `pe.inspect`。","src/plugins/pe-signature/index.ts; src/plugins/pe-signature/tools/pe-signature-verify.ts; src/plugins/pe-signature/tools/pe-certificate-extract.ts","tests/unit/pe-signature-verify.test.ts：断言 workflowRecipes、fileTypes/signalMap、no_network plugin safety、推荐工具名存在且不含 `pe.inspect`。; tests/unit/workflow-search.test.ts：增加 signed exe / Authenticode / certificate chain 查询能返回或提升 pe-signature 的覆盖。; tests/unit/plugin-format-matrix.test.ts：如果项目要求核心 recipe 进入矩阵，则增加 `pe.authenticode.trust-review` 之类的 recipe metadata 断言。","npm test -- --runInBand --forceExit --runTestsByPath tests/unit/pe-signature-verify.test.ts tests/unit/workflow-search.test.ts tests/unit/plugin-format-matrix.test.ts; npx tsc --noEmit --pretty false; git diff --check -- src/plugins/pe-signature/index.ts src/plugins/pe-signature/tools/pe-signature-verify.ts src/plugins/pe-signature/tools/pe-certificate-extract.ts tests/unit/pe-signature-verify.test.ts tests/unit/workflow-search.test.ts tests/unit/plugin-format-matrix.test.ts"
"qbdi","src/plugins/qbdi","runtime-readiness-policy","0.88","先做一个小而高价值的 metadata + plan 深化：为 `qbdi.instrumentation.plan`/`qbdi.trace.run` 增加 QBDI 专属 trace profile 语义和搜索标签，包括 event/range/capture/budget 输出、DBI/basic-block/register/memory-write capability tags、worker artifact/evidence 扩展；保持 plan-only 和 delegated-runtime 拒绝语义不变。","src/plugins/qbdi/index.ts; tests/unit/qbdi-worker.test.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts; tests/unit/tools-discover.test.ts","更新 `tests/unit/qbdi-worker.test.ts`：断言未审批仍返回 `explicit_opt_in_required`，同时断言 tool metadata/fixtureData 暴露 trace profile、capture budgets、QBDI artifact/evidence。; 更新 `tests/unit/plugin-format-matrix.test.ts`：断言新增 QBDI capabilities/evidence/workflow recipe nextTools 不破坏 plan-only contract。; 新增或扩展 `tests/unit/workflow-search.test.ts` / `tests/unit/tools-discover.test.ts`：查询 `dbi basic block coverage`、`memory write trace`、`register trace` 时能推荐或匹配 `qbdi` / `qbdi.instrumentation.plan`。","npm test -- tests/unit/qbdi-worker.test.ts; npm test -- tests/unit/plugin-format-matrix.test.ts tests/unit/backend-plan-plugins.test.ts tests/unit/frontier-worker-plugins.test.ts; npm test -- tests/unit/workflow-search.test.ts tests/unit/tools-discover.test.ts; npm run typecheck"
"qiling","src/plugins/qiling","metadata-search-profile","0.88","将 `qiling.inspect` 提升为可搜索、可编排、可审计的 readiness/rootfs probe：补 tool-level aspects、artifact/evidence declarations、workflowRecipes，并让 `rootfs_probe` 明确返回 platform/rootfs readiness summary；仍然不执行样本。","src/plugins/qiling/tools/qiling-inspect.ts; src/plugins/qiling/index.ts; tests/unit/qiling-inspect.test.ts; tests/unit/plugin-format-matrix.test.ts","在 `tests/unit/qiling-inspect.test.ts` 增加 backend 可用但 `QILING_ROOTFS` 缺失/不存在/存在时的结构化输出断言，并断言不触碰样本执行。; 在 `tests/unit/qiling-inspect.test.ts` 断言 tool definition 包含 aspects、artifacts、evidence、workflowRecipes、runtimePolicy/readiness-only 语义。; 在 `tests/unit/plugin-format-matrix.test.ts` 增加 `qiling.inspect` workflow recipe metadata 断言，覆盖 nextTools、runtimeBackends、safety 和 artifact type。","npm test -- --runTestsByPath tests/unit/qiling-inspect.test.ts tests/unit/plugin-format-matrix.test.ts; npm run lint -- --quiet src/plugins/qiling/tools/qiling-inspect.ts src/plugins/qiling/index.ts; npm run typecheck"
"radare2","src/plugins/radare2","artifact-evidence-quality","0.86","先做“真实且不误导”的 read-only radare2 external worker 最小切片：新增 JSON stdin/stdout wrapper，拆分 `RADARE2_WORKER_PATH` 与 `RADARE2_PATH`，统一 `aflj` allowlist，并让 builtin/external 都返回同一类 `radare2_function_index`、`radare2_xref_summary` 和 provenance/policy 字段。","src/plugins/radare2/index.ts; src/plugins/radare2/workers/radare2-worker.js; tests/unit/frontier-worker-plugins.test.ts; tests/unit/backend-install-contract.test.ts; tests/unit/plugin-format-matrix.test.ts; docs/PLUGINS.md; docs/tool-catalog.html","在 `tests/unit/frontier-worker-plugins.test.ts` 增加 radare2 external wrapper happy path，使用 `RADARE2_WORKER_PATH=""node src/plugins/radare2/workers/radare2-worker.js""`，断言 `actual_mode=worker_external`、`live_execution=false`、`no_network=true`、有 `functions_indexed`。; 在 `tests/unit/backend-install-contract.test.ts` 断言 worker packaging envVar 与 binary systemDep 不混用：wrapper env 是 `RADARE2_WORKER_PATH`，binary dep 仍是 `RADARE2_PATH`/radare2。; 在 `tests/unit/plugin-format-matrix.test.ts` 扩展 radare2 worker artifact/evidence 断言，覆盖 function/xref/strings/sections 或 imports/exports 的声明。","npm test -- --runTestsByPath tests/unit/frontier-worker-plugins.test.ts tests/unit/backend-install-contract.test.ts tests/unit/plugin-format-matrix.test.ts; npm test -- --runTestsByPath tests/unit/backend-worker-contract.test.ts tests/unit/tools-discover.test.ts tests/unit/workflow-search.test.ts; npm run docs:tool-catalog; npm run build"
"remill","src/plugins/remill","functional-worker-depth","0.89","先做 “bounded target enforcement” 小迭代：`remill.lift.run` 在 builtin/external 前都要求明确 function/address/range 目标，拒绝空目标和 whole-program/unbounded 目标，并在结果/错误中保留 policy reason。","src/plugins/remill/index.ts; tests/unit/remill-worker.test.ts; tests/unit/frontier-worker-plugins.test.ts","在 `tests/unit/remill-worker.test.ts` 增加无 target 失败、whole-program/range 过宽失败、function/address/range 成功三类断言。; 更新 `tests/unit/frontier-worker-plugins.test.ts` 的通用 Worker fixture 表，使 Remill 行传入 `target: { function: 'entry' }`，避免新策略破坏通用成功用例。","npm test -- --runTestsByPath tests/unit/remill-worker.test.ts tests/unit/frontier-worker-plugins.test.ts; npm test -- --runTestsByPath tests/unit/backend-plan-plugins.test.ts tests/unit/plugin-format-matrix.test.ts; npm run typecheck"
"reporting","src/plugins/reporting","metadata-search-profile","0.86","给 reporting 的 3 个注册工具补充 workflowRecipes、细化 capabilities/evidence/safety metadata，并用测试证明 `workflow.search`/plugin matrix 能按 `goal=report`、`summary`、`html export`、`staged digest` 命中正确工具。","src/plugins/reporting/tools/report-summarize.ts; src/plugins/reporting/tools/report-generate.ts; src/workflows/summarize.ts; tests/unit/plugin-format-matrix.test.ts; tests/unit/workflow-search.test.ts; docs/PLUGINS.md","在 `tests/unit/plugin-format-matrix.test.ts` 增加 reporting workflow recipe 断言：`reporting.compact-summary`、`reporting.staged-summary`、`reporting.archival-export`。; 在 `tests/unit/workflow-search.test.ts` 增加 `goal: 'report'` 与 query `staged final summary`/`html report export` 的 ranking 断言。; 可选更新 `tests/unit/tool-help.test.ts`，确认 workflow_recipes、format_matrix、runtime_policy/passive notes 被透出。","npm test -- --runTestsByPath tests/unit/plugin-format-matrix.test.ts tests/unit/workflow-search.test.ts tests/unit/tool-help.test.ts; npm test -- --runTestsByPath tests/unit/report-summarize-compact.test.ts tests/unit/workflow-summarize.test.ts; npm run typecheck"
